"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Studienteilnahme";"Trust_Car_1";"Trust_Car_2";"Trust_Car_3";"car_check";"Manip_Check_1";"Manip_Check_2";"Manip_Check_3";"car_comp1";"car_comp2";"car_comp3";"car_comp4";"car_comp5";"car_consc1";"car_consc2";"car_consc3";"car_consc4";"car_consc5";"car_consc6";"driv_comp1";"driv_comp2";"driv_comp3";"driv_comp4";"driv_comp5";"driv_consc1";"driv_consc2";"driv_consc3";"driv_consc4";"Resp_Bic";"Resp_Car";"Resp_Driver";"Resp_Producer";"Sex";"Age";"Car_Owner";"km_year";"Education";"Occupation";"Occupation_Sonst";"Income";"Quality_1";"Quality_2";"Quality_3";"Quality_4";"Quality_5";"Quality_6";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail"
"378";"0";"0";"31";"3884111";"-77";"617";"3";"1";"3";"6";"6";"4";"1";"1";"5";"3";"3";"3";"3";"3";"1";"1";"1";"1";"1";"1";"7";"7";"7";"7";"7";"5";"5";"5";"5";"1";"1";"7";"1";"2";"63";"1";"5000";"3";"4";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"https://email.t-online.de/em/html/mailreadview/getmsg?m=11359933221260610&f=INBOX&pmtpt=html%2Cplain&mtpp=html&ec=1";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"856c1609ebe2990f6ceedd78f07c61bc";"1";"0";"1575711623";"2019-12-07 09:40:23";"2019-12-07 09:50:40";"0000-00-00 00:00:00"
"379";"0";"0";"31";"3884111";"-77";"541";"4";"1";"4";"4";"4";"9";"7";"6";"1";"6";"6";"6";"4";"4";"7";"5";"5";"6";"6";"6";"6";"5";"5";"5";"5";"7";"7";"6";"6";"2";"7";"1";"7";"1";"59";"1";"8000";"2";"5";"-99";"3";"7";"2";"6";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"b8aa4c5556ba6d64628d6116a2626280";"1";"0";"1575892255";"2019-12-09 11:50:55";"2019-12-09 11:59:57";"0000-00-00 00:00:00"
"381";"0";"0";"31";"3884111";"-77";"445";"6";"1";"4";"6";"4";"9";"1";"6";"5";"4";"4";"5";"5";"5";"4";"4";"4";"6";"5";"4";"4";"4";"4";"4";"4";"5";"5";"3";"5";"1";"2";"4";"7";"2";"53";"1";"25";"5";"7";"-99";"2";"5";"5";"7";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";"https://eur01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fww2.unipark.de%2Fuc%2Fcarfac2%2F&data=02%7C01%7Cdaniela.asberger.ext%40siemens.com%7C092c1d7e0c4840ad532008d77e0cace5%7C38ae3bcd95794fd4addab42e1495d55a%7C1%7C0%7C637116465207419720&sdata=foBGJ2uw6qbySjixIx1R%2BYu12sMCJzrs4tKhJPkwFM8%3D&reserved=0";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"775915ffc49ab9fa6c2eb6bb4721463c";"1";"0";"1576051167";"2019-12-11 07:59:27";"2019-12-11 08:06:52";"0000-00-00 00:00:00"
"383";"0";"0";"31";"3884111";"-77";"875";"2";"1";"2";"6";"3";"8";"6";"1";"3";"6";"6";"5";"6";"5";"5";"6";"3";"5";"3";"4";"6";"6";"5";"6";"6";"6";"4";"4";"6";"4";"6";"6";"6";"2";"37";"1";"7000";"4";"6";"-99";"3";"5";"2";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"cd7a75c865c5081004a631200d3983e4";"1";"0";"1576578813";"2019-12-17 10:33:33";"2019-12-17 10:48:08";"0000-00-00 00:00:00"
"386";"0";"0";"31";"3884111";"-77";"380";"4";"1";"1";"3";"4";"11";"5";"7";"3";"5";"5";"5";"5";"5";"4";"4";"4";"4";"4";"4";"6";"5";"5";"5";"5";"3";"3";"3";"3";"2";"7";"4";"7";"2";"48";"2";"700";"2";"5";"-99";"4";"6";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MATMJS; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"c46c1166c26d8b65b303142702d1f999";"1";"0";"1577439200";"2019-12-27 09:33:20";"2019-12-27 09:39:40";"0000-00-00 00:00:00"
"388";"0";"0";"31";"3884111";"-77";"1249";"3";"1";"2";"5";"5";"2";"1";"3";"7";"6";"5";"5";"4";"3";"2";"2";"2";"2";"2";"2";"6";"3";"4";"4";"4";"1";"3";"1";"1";"3";"4";"7";"5";"2";"53";"1";"1000";"3";"2";"-99";"5";"7";"1";"7";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"4d5422d1d20dee500f113e4d6477d717";"1";"0";"1577439610";"2019-12-27 09:40:10";"2019-12-27 10:00:59";"0000-00-00 00:00:00"
"389";"0";"0";"31";"3884111";"-77";"287";"5";"1";"1";"4";"4";"11";"7";"5";"1";"3";"2";"2";"4";"4";"4";"5";"5";"4";"5";"4";"3";"4";"3";"4";"4";"5";"5";"4";"4";"3";"6";"3";"7";"1";"48";"1";"3000";"5";"7";"-99";"5";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MATMJS; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"20e4c2b66482faa9a4d1dd00ff168deb";"1";"0";"1577440915";"2019-12-27 10:01:55";"2019-12-27 10:06:42";"0000-00-00 00:00:00"
"391";"0";"0";"31";"3884111";"-77";"324";"6";"1";"4";"4";"4";"11";"1";"1";"7";"5";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"5";"4";"3";"4";"4";"2";"2";"2";"2";"1";"7";"3";"7";"1";"62";"1";"9000";"5";"7";"-99";"5";"7";"1";"7";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:71.0) Gecko/20100101 Firefox/71.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884107,3884108,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"b1878446a71fe274a394a3763ac86ec5";"1";"0";"1577441398";"2019-12-27 10:09:58";"2019-12-27 10:15:22";"0000-00-00 00:00:00"
"395";"0";"0";"31";"3884111";"-77";"630";"2";"1";"2";"6";"5";"11";"6";"4";"1";"6";"6";"5";"6";"6";"5";"6";"6";"6";"6";"6";"5";"5";"4";"4";"4";"6";"6";"6";"6";"1";"5";"7";"5";"1";"31";"1";"10000";"4";"7";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"f608e3d47f11f24cc4214a15df5cc1b5";"1";"0";"1577980375";"2020-01-02 15:52:55";"2020-01-02 16:03:25";"0000-00-00 00:00:00"
"396";"0";"0";"31";"3884111";"-77";"300";"4";"1";"1";"5";"5";"11";"2";"4";"4";"6";"6";"5";"5";"5";"6";"6";"6";"4";"5";"5";"6";"5";"6";"6";"6";"6";"6";"6";"4";"1";"7";"7";"7";"1";"40";"1";"12000";"4";"7";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884108,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"f085b2427566bcba8a33149edb33ce97";"1";"0";"1577981022";"2020-01-02 16:03:42";"2020-01-02 16:08:42";"0000-00-00 00:00:00"
"397";"0";"0";"31";"3884111";"-77";"172";"3";"1";"1";"6";"6";"11";"1";"4";"5";"7";"6";"6";"6";"6";"6";"6";"6";"6";"4";"4";"6";"6";"5";"5";"5";"5";"4";"4";"4";"1";"7";"7";"7";"1";"44";"1";"18000";"3";"5";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884109,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"f40758d2e33f2b23ca9de67fe0fa2552";"1";"0";"1577981330";"2020-01-02 16:08:50";"2020-01-02 16:11:42";"0000-00-00 00:00:00"
"398";"0";"0";"31";"3884111";"-77";"232";"5";"1";"1";"7";"7";"9";"7";"6";"1";"5";"6";"6";"6";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"6";"5";"6";"6";"6";"6";"1";"7";"7";"7";"2";"55";"2";"500";"5";"7";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"f6531261d078c9cd958d7219c94c72ba";"1";"0";"1577981509";"2020-01-02 16:11:49";"2020-01-02 16:15:41";"0000-00-00 00:00:00"
"399";"0";"0";"31";"3884111";"-77";"181";"6";"1";"2";"5";"4";"7";"1";"5";"6";"6";"6";"6";"6";"6";"6";"6";"5";"5";"4";"5";"6";"6";"6";"6";"6";"5";"5";"5";"5";"1";"6";"7";"7";"1";"43";"1";"15000";"3";"5";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"009837b12fe61ff6e3e327be44e6d9be";"1";"0";"1577981750";"2020-01-02 16:15:50";"2020-01-02 16:18:51";"0000-00-00 00:00:00"
"400";"0";"0";"31";"3884111";"-77";"290";"2";"1";"4";"4";"4";"2";"7";"3";"1";"4";"4";"3";"4";"4";"5";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"5";"4";"4";"4";"2";"3";"6";"5";"2";"33";"1";"500";"5";"7";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884105,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"3d277a3252f18fb6af355a2bf2a39acb";"1";"0";"1577982151";"2020-01-02 16:22:31";"2020-01-02 16:27:21";"0000-00-00 00:00:00"
"401";"0";"0";"31";"3884111";"-77";"274";"4";"1";"4";"4";"4";"6";"2";"7";"4";"5";"4";"4";"4";"4";"3";"3";"3";"3";"4";"4";"4";"4";"4";"4";"4";"3";"4";"3";"4";"1";"6";"6";"6";"2";"57";"2";"1000";"3";"3";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 OPR/65.0.3467.78";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"8d211349bbb8030b468949296f5a9135";"1";"0";"1578139074";"2020-01-04 11:57:54";"2020-01-04 12:02:28";"0000-00-00 00:00:00"
"402";"0";"0";"31";"3884111";"-77";"243";"1";"1";"4";"4";"4";"1";"1";"7";"1";"5";"4";"5";"5";"4";"3";"4";"3";"3";"4";"4";"6";"6";"6";"5";"4";"3";"5";"4";"4";"3";"3";"7";"5";"1";"61";"1";"3000";"2";"2";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 OPR/65.0.3467.78";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"41ed0b2536991486b41b50caf7e926a0";"1";"0";"1578139547";"2020-01-04 12:05:47";"2020-01-04 12:09:50";"0000-00-00 00:00:00"
"412";"0";"0";"31";"3884111";"-77";"521";"3";"1";"2";"2";"4";"10";"1";"5";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"1";"7";"2";"7";"2";"24";"2";"40";"5";"7";"-99";"2";"6";"2";"6";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"99671eb4810b73c010b0effc35f9816b";"1";"0";"1578651515";"2020-01-10 10:18:35";"2020-01-10 10:27:16";"0000-00-00 00:00:00"
"413";"0";"0";"31";"3884111";"-77";"481";"5";"1";"1";"1";"1";"4";"6";"2";"1";"1";"1";"1";"1";"1";"5";"5";"2";"5";"5";"4";"2";"2";"2";"2";"2";"6";"6";"6";"6";"4";"4";"4";"4";"1";"38";"1";"30000";"3";"2";"-99";"3";"6";"4";"5";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"bc7941f422602240685d324f9e754ab5";"1";"0";"1578652326";"2020-01-10 10:32:06";"2020-01-10 10:40:07";"0000-00-00 00:00:00"
"417";"0";"0";"31";"3884111";"-77";"517";"2";"1";"1";"2";"1";"2";"7";"7";"2";"5";"5";"6";"5";"3";"4";"6";"5";"6";"4";"4";"4";"4";"4";"4";"4";"4";"6";"5";"5";"1";"6";"6";"6";"1";"68";"1";"15000";"5";"7";"-99";"5";"7";"4";"7";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (iPad; CPU OS 12_4_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"6b3a942d38a2df4a7c93e0eee4dc7654";"1";"0";"1578657052";"2020-01-10 11:50:52";"2020-01-10 11:59:29";"0000-00-00 00:00:00"
"421";"0";"0";"31";"3884111";"-77";"265";"3";"1";"1";"1";"5";"7";"1";"6";"4";"5";"5";"5";"5";"5";"3";"3";"3";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"4";"4";"3";"2";"33";"2";"500";"5";"7";"-99";"1";"5";"3";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36 AVG/77.2.2156.122";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"fda2e2d7a991b9b17b717dc4a59f22ed";"1";"0";"1578659354";"2020-01-10 12:29:14";"2020-01-10 12:33:39";"0000-00-00 00:00:00"
"422";"0";"0";"31";"3884111";"-77";"787";"6";"1";"1";"3";"4";"9";"3";"4";"3";"6";"4";"5";"4";"4";"3";"3";"3";"4";"4";"3";"5";"4";"5";"5";"5";"3";"4";"5";"4";"1";"7";"7";"7";"2";"72";"1";"15000";"5";"7";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 6.0.1; SM-G903F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"d06a817a4b6813e0743e05c1e6122c6d";"1";"0";"1578667116";"2020-01-10 14:38:36";"2020-01-10 14:51:43";"0000-00-00 00:00:00"
"424";"0";"0";"31";"3884111";"-77";"43417";"1";"1";"2";"6";"4";"6";"1";"6";"2";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"3";"7";"7";"7";"1";"43";"1";"500";"5";"7";"-99";"1";"7";"4";"4";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-A520F/A520FXXU4BRC4) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.2 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"ec25175116b304a64eb789ba7ed99e84";"1";"0";"1578697955";"2020-01-10 23:12:35";"2020-01-11 11:16:12";"0000-00-00 00:00:00"
"428";"0";"0";"31";"3884111";"-77";"891";"6";"1";"5";"5";"4";"8";"2";"3";"3";"5";"5";"3";"3";"4";"5";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"6";"4";"4";"1";"45";"2";"0";"2";"2";"-99";"1";"3";"2";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"40a734aac6ec6c29e45e72e56044af7e";"1";"0";"1578940288";"2020-01-13 18:31:28";"2020-01-13 18:46:19";"0000-00-00 00:00:00"
"430";"0";"0";"31";"3884111";"-77";"1120";"4";"1";"3";"1";"5";"8";"7";"4";"7";"5";"5";"7";"1";"7";"1";"4";"5";"4";"7";"7";"7";"4";"5";"5";"4";"1";"5";"1";"5";"1";"5";"4";"7";"2";"45";"1";"12000";"2";"8";"Selbständig  im Friseur berreich ";"1";"4";"7";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"a8567ef319fa9f48ee858ef081c60e65";"1";"0";"1578940565";"2020-01-13 18:36:05";"2020-01-13 18:54:45";"0000-00-00 00:00:00"
"431";"0";"0";"31";"3884111";"-77";"389";"2";"1";"2";"3";"3";"8";"6";"5";"1";"6";"4";"4";"4";"4";"4";"4";"4";"6";"3";"4";"3";"2";"4";"3";"3";"7";"6";"6";"5";"5";"5";"4";"5";"2";"40";"1";"30000";"4";"7";"-99";"2";"5";"5";"6";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"a29d9b97d2947e76786af80e5a99d692";"1";"0";"1578940900";"2020-01-13 18:41:40";"2020-01-13 18:48:09";"0000-00-00 00:00:00"
"435";"0";"0";"31";"3884111";"-77";"792";"5";"1";"1";"2";"1";"3";"7";"3";"1";"4";"2";"3";"3";"3";"3";"3";"5";"3";"6";"6";"3";"2";"3";"3";"3";"1";"1";"1";"7";"1";"7";"7";"7";"2";"48";"1";"12000";"3";"7";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"9cdf15453cb1384a5f7f80b6555a9bff";"1";"0";"1578949105";"2020-01-13 20:58:25";"2020-01-13 21:11:37";"0000-00-00 00:00:00"
"436";"0";"0";"31";"3884111";"-77";"562";"6";"1";"4";"5";"5";"8";"3";"5";"2";"4";"4";"4";"5";"5";"6";"7";"6";"5";"7";"6";"7";"4";"4";"5";"6";"4";"4";"4";"4";"4";"2";"4";"4";"1";"29";"1";"30000";"3";"5";"-99";"3";"7";"1";"7";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-J510FN Build/NMF26X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"e1f22940ef7b2a5501f4d6cd010ba090";"1";"0";"1578953150";"2020-01-13 22:05:50";"2020-01-13 22:15:12";"0000-00-00 00:00:00"
"437";"0";"0";"31";"3884111";"-77";"426";"4";"1";"2";"5";"4";"10";"3";"6";"1";"6";"4";"4";"4";"4";"4";"2";"2";"2";"2";"2";"2";"4";"4";"3";"4";"5";"5";"5";"5";"4";"4";"5";"4";"2";"69";"1";"25000";"3";"2";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"b1559299bd3755592cb3ff44d15f8f0a";"1";"0";"1578979383";"2020-01-14 05:23:03";"2020-01-14 05:30:09";"0000-00-00 00:00:00"
"438";"0";"0";"31";"3884111";"-77";"204";"1";"1";"6";"4";"4";"9";"4";"5";"6";"5";"5";"4";"5";"6";"5";"5";"5";"4";"6";"4";"6";"5";"4";"6";"5";"4";"7";"6";"6";"6";"6";"5";"5";"2";"55";"1";"10000";"1";"1";"-99";"2";"6";"5";"5";"5";"5";"5";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"d973fbc490dfcaf3cc10549471e9e8b2";"1";"0";"1578993177";"2020-01-14 09:12:57";"2020-01-14 09:16:21";"0000-00-00 00:00:00"
